Title,Genre,User Rating,Number of Votes,Runtime,Year,Summary,Stars,Certificate,Metascore,Gross,Episode,Episode Title,Init,Ongoing
Space Battleship Yamato III,"Animation, Action, Adventure",7.4,100,30 min,(1980–1981),,"Kei Tomiyama,Shûsei Nakamura,Yôko Asagami,Shigeru Chiba",,,100,0,,1980,No
Pri Para,"Animation, Comedy, Drama",8.4,40,,(2014– ),"After finding a lost bag belonging to a girl named Mirei Minami, elementary school student Laala Manaka gets a chance to perform as an idol singer in an idol theme park.","Amy Lyndon,Lisle Wilkerson,Frank Gerrish,Valerie Rose Lohman",Not Rated,,40,0,,2014,Yes
Dual! Parallel Trouble Adventure,"Animation, Comedy, Sci-Fi",7.2,161,25 min,(1999),A boy who sees visions of giant robot battles in modern Japan is accidentally transported to the parallel dimension in which the fighting is taking place.,"Joshua Seth,Michelle Ruff,Sherry Lynn,Wendee Lee",TV-PG,,161,0,,1999,No
Shin Atashinchi,"Animation, Comedy",7.6,24,23 min,(2015–2016),"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuusuke and Mikan. Wacky humor about this weird family's daily life.",,,,24,0,,2015,No
.hack//Legend of the Twilight,"Animation, Action, Adventure",6.0,430,25 min,(2003– ),"Shugo and Rena coincidentally win legendary characters to play in The World. When invincible monsters are appearing and players are getting hospitalized, he is coiled up in the investigation of this familiar phenomenon.","Junko Minagawa,Mai Nakahara,Yuki Matsuoka,Yuki Kaida",TV-PG,,430,0,,2003,Yes
Love All Play,"Animation, Sport",6.8,89,23 min,(2022– ),"The story follows Ryō Mizushima, who joined his middle school's badminton team full of motivation and he strives to become a top athlete and take his high school team to the inter-high tournament.","Natsuki Hanae,Kishô Taniyama,Yôhei Azakami,Shin Furukawa",,,89,0,,2022,Yes
Tensai Bakabon,"Animation, Comedy",7.6,34,30 min,(1971–1972),,"Masashi Amenomori,Keiko Yamamoto,Eiko Masuyama,Takako Sasuga",,,34,0,,1971,No
Tokunana,"Animation, Action, Adventure",6.1,110,,(2019),A special police unit of superhumans is created to deal with a criminal group seeking mystic powers.,"Brandon Potter,Monica Rial,Eric Vale,Sarah Wiedenheft",,,110,0,,2019,No
Mighty Atom,"Animation, Action, Adventure",7.6,66,30 min,(1963–1966),,"Mari Shimizu,Ayao Wada,Masako Nozawa,Gorô Naya",,,66,0,,1963,No
Scoopers,Animation,6.1,28,58 min,(1987),"In the future, a reporter and her android photographer investigate a mysterious satellite.",,,,28,0,,1987,No
Yo-kai Watch Shadowside,Animation,8.0,10,,(2018–2019),"Taking place after the events of the fourth film, the series centers on Tate Adams, Summer's brother who doesn't believe in supernatural phenomena. But as he notices his sister frequently comes back home late, he decides to stalk her, only to find out she is exorcising evil Yo-kai and running a Yo-kai detective agency. With their secret revealed to him, Summer decides to let him tag along in her activities as they investigate Yo-kai crimes and take on evil Yo-kai to maintain peace all over the city. Meanwhile, Shutendoji (the one who had planned all the evil, as seen in an epilogue at the end of the fourth movie), accompanied by his Yo-kai bodyguard Doketsu, is in search of the ""princess"" that he has hoped to unite with, over the events of the anime. They both search for the ""princess"" while in their human disguises, and observing the actions of the Yo-kai detective agency.",,,,10,0,,2018,No
Miyuki,"Animation, Family, Romance",7.6,48,24 min,(1983–1984),"Masato Wakamatsu, 16 years old, is working at the beach one summer. Having made a bad impression on his classmate/crush Miyuki Kashima, he makes a pass at another pretty girl. To Masato's shock, the girl turns out to be his younger stepsister Miyuki, who has been living abroad with their father for the past six years.","Katsumi Toriumi,Yôko Oginome,Hiromi Tsuru,Kaneto Shiozawa",,,48,0,,1983,No
Thumbelina,"Animation, Adventure, Family",7.6,24,80 min,(II) (1993 Video),"Mia is a young girl with a knack for getting herself into trouble. One night, when her mother falls asleep while reading ""Thumbelina"" to her, Mia is magically transformed into the two-inch tall character. As she journey's through ""the Unknown Country of Wonderland,"" Mia will be forced to overcome obstacles that help her grow as a person.",,,,24,0,,1993,No
A.Li.Ce,"Animation, Sci-Fi",5.2,107,85 min,(2000),"When Alice Hayashi, the youngest person ever to go into space crashes her shuttle at the North Pole, she is thrown thirty years into the future. But her trip through time is far from accidental. The world is now ruled with an iron fist by Nero and his supercomputer, the SS10X. And because of a common link between her, Nero and the SS10X, Alice may be the future's only chance for freedom....",,PG,,107,0,,2000,No
Winx Club,"Animation, Action, Adventure",7.3,57,,(2006 Video Game),"Year of manufacture: 2006 Genre: Action / Adventure / For Kids Developer: DC Studios Publisher: Konami Language: Russian and English Language of voice: English Publication Type: Piratka Tabletka: not required System requirements: Operating System: Windows® XP / Windows Vista Processor: Pentium III - 800Mhz Have a capacity of 256 Mb Hard disk space: 1.5 GB Sound device: compatible with DirectX Video: 64 Mb video Description: WinX club - a wonderful adventure in the world of fantasy fashion and magic. 16-year-old Earth girl Bloom suddenly finds herself magical abilities and is transferred to the fairy world of Magix, where she has to go through a lot of fascinating adventures in the company of sorceresses, take part in mini-games, learn about human virtues and faults, learn the value of friendship and save the universe. Heroes use magic both in everyday life and for battling with enemies. The choice of spells is huge, and the special effects accompanying them are made according to the latest technology.",,,,57,0,,2006,No
Rumic World: The Laughing Target,"Animation, Horror, Mystery",6.7,173,51 min,(1987 Video),"Yuzuru was an average teenager who had almost forgotten that he was betrothed to Azusa(a girl)when he was only 6! Now arriving to claim what she feels is rightfully hers, only Satomi(Yuzuru's current girl friend)stands in her way... and with the mysterious and frightening powers that Azusa brings, Satomi won't stand in her way for long!",,Unrated,,173,0,,1987,No
Hanaukyo Maid Team: La Verite,"Animation, Comedy, Romance",6.6,45,23 min,(2004),"When Taro Hanaukyo's mother passes away, gets to stay at his grandfathers home where he meets a gorgeous maid named Mariel and he finds out his grandfather has gone to a island and is retired giving him ownership of his estate. He also finds out his new estate has tons of maids ready to serve him at any time of the day.","Yuki Kaida,Rie Tanaka,Karen Strassman,Mai Kadowaki",,,45,0,,2004,No
Black Lion,"Animation, Action, Adventure",5.9,157,60 min,(1992 Video),"The year is 1580. Using an army of soldiers equipped with sophisticated weaponry, Nobunaga Oda is on the verge of ruling Japan with an iron fist. One of his enforcers is Ginnai Doma - a fallen samurai reborn into an indestructible killing machine. As Ginnai continues his killing spree on ninjas and those who oppose Nobunaga's rule, Shishimaru of the Iga Ninja - going against the Koga Ninja's plans - pursues a one-man vendetta to avenge the deaths of his comrades and kill the immortal warrior.",,TV-MA,,157,0,,1992,No
"Hataraku Saibo!! Saikyo no Teki, Futatabi. Karada no Naka wa Cho Osawagi!","Animation, Action, Sci-Fi",7.3,110,115 min,(2020),"Alcohol, smoking, and stress - in the body subjected to these irritants, the cells responsible for maintaining life seem to fight a war that never ends. Due to a severe shortage of workers, Red Blood Cell AA2153 has to quickly learn to deliver oxygen and collect carbon dioxide, even in dangerous conditions. Meanwhile, White Blood Cell U-1196 has to do her part by dealing with germs and viruses during life-threatening situations. In the midst of these crises, they have to work together to keep the body healthy, despite not knowing if their sacrifices will be worthwhile. Hataraku Saibou Black takes a different approach by showing the grittier side of the jobs our cells perform.",,,,110,0,,2020,No
Bamboo Blade,"Animation, Comedy, Drama",7.3,309,,(2007–2008),"A school kendo club is in need of talent and participation when the petite and talented Tamaki is drafted. With her understated sense of justice and ample strength, Tamaki becomes an inspiration for her team-mates, school and even the deadbeat instructor.","Ryô Hirohashi,Megumi Toyoguchi,Houko Kuwashima,Katsuyuki Konishi",TV-PG,,309,0,,2007,No
Fractale,"Animation, Adventure, Comedy",6.7,258,23 min,(2011),"In a futuristic world, most people have come to be totally dependent on avatars they can use in the real world due to the Fractale System. The problems of this Utopian world are becoming apparent however as the system gradually starts failing. Some even aggressively rebel against it. Clain, a young boy, happens upon a girl, who is being chased, one day who will initiate a change in his life he could not have imagined. This girl, Phryne, leaves a gift in the form of an avatar, Nessa, who is unlike any others.","Ian Sinclair,Monica Rial,Brina Palencia,Caitlin Glass",15,,258,0,,2011,No
Kemono no Souja Erin,"Animation, Adventure, Drama",7.6,225,25 min,(2009),"In the land of Ryoza, the neighboring provinces of Shin-Ou and Tai-Kou have been at peace. Queen Shinou is the ruler of Ryoza and her greatest general, Grand Duke Taikou, defends the kingdom with his army of powerful war-lizards known as the ""Touda."" Although the two regions have enjoyed a long-standing alliance, mounting tensions threaten to spark a fierce civil war. Within Ake, a village in Tai-Kou tasked with raising the Grand Duke's army, lives Erin, a bright girl who spends her days watching the work of her mother Soyon, the village's head Touda doctor. But while under Soyon's care, a disastrous incident befalls the Grand Duke's strongest Touda, and the peace that Erin and her mother had been enjoying vanishes as Soyon is punished severely. In a desperate attempt to save her mother, Erin ends up falling in a river and is swept towards Shin-Ou. Unable to return home, Erin must learn to lead a new life with completely different people, all while hunting for the truth of both beasts and humanity itself, with tensions between the two regions constantly escalating.","Akira Ishida,Nanase Hoshii",,,225,0,,2009,No
Neuro: Supernatural Detective,"Animation, Comedy, Mystery",6.9,65,,(2007–2008),"Yako Katsuragi is an acclaimed high school detective, who, despite her young age, has solved many cases. In fact, there seems to be no case that she can't solve, or any culprit that escapes justice. But within the walls of her detective agency lies the secret to her prolific crime-solving skills: the cases are actually solved by her assistant, Neuro Nougami. However, to call Neuro an ordinary man would be incorrect. In reality, he is a demon, who came to the human world in search of the ultimate mystery, having already solved every mystery in the demon world. With Yako as his proxy, he feasts on the negative energy released by humans when they commit crimes. Thus, he promises to help Yako solve the mystery of her father's death. But to do so, he must avoid drawing too much attention to himself, which is why Yako plays the role of the detective. Majin Tantei Nougami Neuro follows this unlikely duo as they solve case after case to satisfy Neuro's ravenous appetite and Yako's desperate search for the truth of her father's death.","Nozomu Sasaki,Minami Takayama,Megumi Toyoguchi,Anri Katsu",,,65,0,,2007,No
.hack//G.U. Trilogy,"Animation, Action, Adventure",5.4,207,93 min,(2007),"After one of his friends falls into a coma playing an online game called The World, Haseo logs in to find the man responsible. But before he can unravel The World's many mysteries, he'll have to awaken the secret power hidden in the code of his character.",,,,207,0,,2007,No
Rozen Maiden: Zurückspulen,"Animation, Comedy, Drama",6.9,136,,(2013– ),,"Luci Christian,Corey Hartzog,Margaret McDonald,Houston Hayes",,,136,0,,2013,Yes
Samurai Frog Golf,"Animation, Short, Adventure",7.2,35,4 min,(2022),A retired frog samurai wants to spend his remaining years in peace on the golf course. But when he becomes the protector of a baby turtle he must draw his club for one more round. An animated amphibious adventure for golfers of all ages.,,,,35,0,,2022,No
The Urara of Labyrinth Town,"Animation, Comedy, Fantasy",6.7,124,24 min,(2017– ),"Chiya enters the town of Meirocho to begin her training as a fortune teller's apprentice, and, hopefully, become the next Urara!","Ai Kayano,Kaede Hondo,Kikuko Inoue,Ayaka Suwa",TV-14,,124,0,,2017,Yes
Chiikawa,Animation,8.7,6,,(2022),,"Haruka Aoki,Makoto Tanaka,Ari Ozawa",,,6,0,,2022,No
Lightning Trap: Leina and Laika,"Animation, Adventure",4.9,17,27 min,(1990 Video),"Terrorists attack the new airplane Lightning L808, and only a special agent and a young schoolgirl on board can stop them.",,,,17,0,,1990,No
