Title,Genre,User Rating,Number of Votes,Runtime,Year,Summary,Stars,Certificate,Metascore,Gross,Episode,Episode Title,Init,Ongoing
Fuku-chan kishu,"Animation, Short",,,,(1942),,,,,,0,,1942,No
Aikatsu!: Nerawareta mahô no Aikatsu! Kâdo,"Animation, Short, Fantasy",,,28 min,(2016),,,,,,0,,2016,No
Eve: Fight Song,"Animation, Music",,,5 min,(2022 Music Video),,,,,,0,,2022,No
Gundam Senki Decisive Battle! Gundam Fight,"Animation, Short, Action",,,30 min,(1995 Video),,"Tomokazu Seki,Kappei Yamaguchi,Takumi Yamazaki,Hôchû Ôtsuka",,,,0,,1995,No
Kareinaru kotei heika,Animation,,,,(2018),,,,,,0,,2018,No
Birth: Tsumugu inochi,"Animation, Short",,,19 min,(2016),"The mysterious cycle of life is the central theme of this documentary animation about birth, a subject difficult to depict in the live action format. Three animators depict the experiences of three different female animation filmmakers.",,,,,0,,2016,No
Shounen to kodanuki,"Animation, Short",,,,(1992),,,,,,0,,1992,No
Yu-Gi-Oh!: DVD Duel Box 1 Japanese DVD Commercial,"Animation, Short",,,,(2000 Video),,,,,,0,,2000,No
9=10,"Short, Animation",,,2 min,(1996),,,,,,0,,1996,No
Stray Sheep,Animation,,,,(1994–2000),,,,,,0,,1994,No
Ajiensu: Kami wa onna no inochi,"Animation, Short",6.5,23,,(2007),,,,,23,0,,2007,No
Dr. Slump Arale-chan Returns Special,"Animation, Comedy, Sci-Fi",,,,(1990 TV Movie),,,,,,0,,1990,No
Oyoneko bu-nyan,Animation,,,,(1984),,,,,,0,,1984,No
Harokiti to issho ni o benkyo,Animation,,,,(2013),,,,,,0,,2013,No
Hea Go! Go!,"Animation, Short",,,2 min,(1995),,,,,,0,,1995,No
Manga: Imo to heitai,"Animation, Short",,,,(1942),,,,,,0,,1942,No
Otobako,"Animation, Short",,,2 min,(2005),,,,,,0,,2005,No
Yano feat. Punpee: My Name Is...,"Animation, Music",,,,(2021 Music Video),,,,,,0,,2021,No
Shin Gakkou no Yuurei,"Animation, Short, Drama",,,41 min,(1999 Video),,,,,,0,,1999,No
Isu ni suwaru otoko,"Animation, Short",,,3 min,(2002),,,,,,0,,2002,No
Water Colors,"Animation, Short",,,,(2017),,,,,,0,,2017,No
Touhou 3 Yumejikuu: Phantasmagoria of Dim. Dream,"Animation, Action, Fantasy",7.5,8,,(1997 Video Game),"Reimu Hakurei discovers that some mysterious ruins have suddenly appeared just outside the Hakurei Shrine. She joins in a violent competition with the other people who want to explore them, and it is said that the one who reaches the heart of the ruins first will win a prize.",,,,8,0,,1997,No
"Open Play, Forgetting Eye","Animation, Short, Biography",,,9 min,(2012),"The film is made with the Surrealist game, 'exquisite corpse' as its core methodology. Pictures are drawn and drawn repeatedly. After several days one forgets the images he has drawn himself. Through the accumulation of coincidences and contiguity, the act of 'combining the forgotten images together' generates interstices, and finally this play gets its own rhythm and opens itself like a window through which the sunlight streams.",,,,,0,,2012,No
ReBuild,"Animation, Short, Fantasy",,,6 min,(2012),"After the Tohoku earthquake and tsunami of March 11, 2011, I was witnessing a lot of changes. Towns was lost in a moment. Children living in Fukushima can not go out and play freely. This work was made from the pictures drawn in the landscape of parts of Japan using the reflection of sunlight.",,,,,0,,2012,No
Usagi to kame,"Animation, Short",,,4 min,(1997),,,,,,0,,1997,No
Potâju,"Animation, Short",,,1 min,(2012),,,,,,0,,2012,No
Guren: Honô,"Animation, Short",,,,(2002 Video),,"Oma Ichimura,Mai Shiga,Aoi Ue,Susumu Chiba",,,,0,,2002,No
Hatoba Tsugu natsuyasumi,"Animation, Short",,,24 min,(2019 Video),A video diary of Hatoba Tsugu's summer vacation.,,,,,0,,2019,No
Spirit of Wonder: Miss China's Planet,"Animation, Short, Sci-Fi",,,17 min,(2001 Video),,,,,,0,,2001,No
Until They Become a Pigeon,"Animation, Short",,,5 min,(2011),,,,,,0,,2011,No
Onigirikun,"Animation, Short",,,,(2013),,,,,,0,,2013,No
Min'na no doyo u,Animation,,,,(2015),,,,,,0,,2015,No
Haru no Niji no Soushiki,"Animation, Short, Drama",,,8 min,(2016),,,,,,0,,2016,No
Pinkittsu! Ritomikku,Animation,,,,(2017),,,,,,0,,2017,No
Digital,"Animation, Short",,,5 min,(2013),,,,,,0,,2013,No
Boku wa ousama: Oshaberina tamagoyaki,"Animation, Short",,,10 min,(2006 Video),,,,,,0,,2006,No
Satellite Young: Take on Me (J-Pop cover),"Animation, Music",,,4 min,(2018 Music Video),"J-Synth trio ""Satellite Young"" 's first Japanese cover of ""Take On Me"". Directed by Mathias Adam and Constant Voisin.",,,,,0,,2018,No
Detective Conan Kid in Trap Island,"Animation, Short",,,,(2010 Video),,,,,,0,,2010,No
Meitantei Konan: Piramiddo kara no chousenjou!,"Animation, Short",,,,(2001 Video),,,,,,0,,2001,No
Haruchan,"Animation, Short",,,10 min,(2002),,,,,,0,,2002,No
Jigglypuff's Mini Concert,"Animation, Family",,,2 min,(2022 TV Special),"Jigglypuff is looking for something in the forest but could not find it. Seeing sad Jigglypuff, Ditto decided to transform into something. Let's see what Ditto will transform into.",,,,,0,,2022,No
Karuizawa Syndrome,Animation,,,81 min,(1985 Video),,,,,,0,,1985,No
Anime Rakugo Kan,"Animation, Short, Comedy",,,5 min,(1992 Video),Rakugo is a traditional Japanese live comedy storytelling. This collection of 8 short films features Rakugo performances which stories are presented in animation.,,,,,0,,1992,No
Sushido,"Animation, Short",,,,(2017),,,,,,0,,2017,No
Koukou,"Animation, Short",,,6 min,(2013),,,,,,0,,2013,No
Altair: A Record of the Shogunate,Animation,,,,(2017),,,,,,0,,2017,No
Garasu no kamen desu ga,Animation,,,,(2013– ),,,,,,0,,2013,Yes
Jungle Taxi,"Animation, Short",,,7 min,(2016),,,,,,0,,2016,No
Amane nikki,"Animation, Short",,,5 min,(2021),,,,,,0,,2021,No
On a Gloomy Night,"Animation, Short, War",,,8 min,(2015),,,,,,0,,2015,No
Gegege no Kitarô: Jigoku hen,Animation,,,30 min,(1988– ),,,,,,0,,1988,Yes
Yadokari,"Short, Animation",,,2 min,(2011),"After Wednesday, take a rollercoaster to the weekend.",,,,,0,,2011,No
Tsuri baka erika san: Sukai gâruzu dainamaito fisshingu - Gakuchô! Mutsugorô zuri!,"Animation, Short",,,,(2007 Video),,"Shizuka Itou,Ayako Kawasumi,Saori Gotô,Keiji Fujiwara",,,,0,,2007,No
Mikakunin de Shinkoukei: Kamoniku tte midori-ppoi aji ga suru no ne.,"Animation, Short",,,11 min,(2014 Video),Mashiro and Kobeni share with each other a story from their pasts. Kobeni retells an episode of her childhood with Benio and Nadeshiko while Mashiro describes one of her days back on her home in the mountains.,,,,,0,,2014,No
The Messenger from the Sea,"Animation, Short, Action",,,9 min,(2010),,,,,,0,,2010,No
Furiko,"Animation, Short",7.4,19,,(I) (2014),,,,,19,0,,2014,No
Reiju: Eien no garasu,"Animation, Short",,,25 min,(2007 Video),,,,,,0,,2007,No
Landscape Ring,"Animation, Short",,,9 min,(2003),,,,,,0,,2003,No
Happy Seven,Animation,,,,(2005),,,,,,0,,2005,No
Yakusoku,"Animation, Short",,,8 min,(2011),,,,,,0,,2011,No
Kemamire hebun,"Animation, Short",,,6 min,(2016),,,,,,0,,2016,No
Will Hatching Day Come?,"Animation, Short",,,3 min,(2015),,,,,,0,,2015,No
Daft Punk: Too Long,"Animation, Music",7.3,9,10 min,(2001 Music Video),"The music video consists of a scene from the film Interstella 5555: The 5tory of the 5ecret 5tar 5ystem, which features no dialogue, but rather songs from Daft Punk's album Discovery throughout the whole film.",,,,9,0,,2001,No
Duel Masters VS,"Animation, Action, Fantasy",,,,(2014– ),,,,,,0,,2014,Yes
Watashi wa shingo,"Animation, Short",,,1 min,(1999),,,,,,0,,1999,No
Googuri Googuri,"Animation, Short",,,8 min,(2017),,,,,,0,,2017,No
Yoasobi: Monster,"Animation, Music",,,3 min,(2021 Music Video),,,,,,0,,2021,No
Yokoku kauntodaun animeshon chibi Gojira toho shinemazu x chibi Gojira,"Animation, Short",,,,(2019),,,,,,0,,2019,No
Android Ana Maico 2010,"Animation, Comedy, Sci-Fi",6.5,16,15 min,(1998),A radio station attempts to boost its ratings by hiring an android radio host.,"Tôru Furusawa,Akira Ishida,Jun Mizusawa,Ken Narita",,,16,0,,1998,No
A Promised Place -I Wish to see you there- 2 Love Flows with Sorrow,"Animation, Adventure, Fantasy",,,,(2022),"In 2022, humanity still believes that this world is real, material, and a world of separation... The story begins with the last scene of the previous film, ""A promised place I wish to see you there."" Tina has come from a world 10,000 years ago to the present time using the power of Sidi to help the people living in the current era where the separation is severe. However, the divided consciousness of the present world was unexpectedly intense, and Tina's half-spirit, the half-material body, could not last much longer. To save the world, Tina and Takeru decide to create the plasma device once again and use Tina's Sidi and the power of plasma to change people's consciousness.",,,,,0,,2022,No
Soutai Sekai,"Animation, Short, Drama",,,32 min,(2017 Video),"The story is set in Japan in 2020. The story centers on Shin Hazama, and a version of himself who led a different life in another Japan appears. A crack opens in the everyday life that he thought was impossible to change. Boys and girls have to decide what to think and choose when the world changes completely. The battle with another world and another self begins.",,,,,0,,2017,No
"Mon-Soni!: Senritsu no Lucifer, tada hitotsu no hajimari no uta",Animation,,,21 min,(2017 TV Special),"Lucifer's world stops after her band disbands. Meaningless days pass, until she meets her cousin Satan and his bandmate Ibaraki Douji. They ask her to join their indie band, the ""Wicked Pistols."" Satan talks about his dream of going major after winning the MONSTERS ROCK competition, only for Lucifer to reject him outright. However, Lucifer's heart begins to thaw after a certain event.","Makoto Furukawa,Yôko Hikasa,Kaede Hondo,Shôtarô Morikubo",,,,0,,2017,No
Medûsa no mori,"Animation, Short",,,2 min,(2001),,,,,,0,,2001,No
Virus,"Animation, Short",,,2 min,(1994),,,,,,0,,1994,No
Super Real Mahjong: Kasumi Miki Shôko no Hajimemashite-,"Animation, Short",,,30 min,(1990 Video),,,,,,0,,1990,No
Kamisama,"Animation, Short",,,3 min,(1998),,,,,,0,,1998,No
A Log Day of Timbre,"Animation, Short",5.2,5,3 min,(2011),Mirai Mizue's short animation about the vivid life of the cells.,,,,5,0,,2011,No
Boku wa ousama: Tanjoubi no purezento,"Animation, Short",,,10 min,(2006 Video),,,,,,0,,2006,No
Pinkittsu! Sei katsu no uta,Animation,,,,(2021),,,,,,0,,2021,No
To Be Near You,"Animation, Short, Fantasy",7.0,9,3 min,(2019),"Centers on a boy named Osamu who receives an umbrella as a gift from Sayu, but it goes missing. That umbrella transforms into a girl who goes gallivanting around town on a rainy day.",,,,9,0,,2019,No
Where Are You?,"Animation, Short",,,3 min,(2001),,,,,,0,,2001,No
Dori no otsukai,"Animation, Short",,,1 min,(2005),,,,,,0,,2005,No
Shusse ninjutsu matsunosuke sairai,"Animation, Short",,,,(1928),,,,,,0,,1928,No
I Have the Future,"Animation, Short",,,15 min,(2016),"An animation depicting the life of 'Me', this film expresses a sense of self-division. It is a jumble of elements.",,,,,0,,2016,No
Kobi to kansatsu nyumon 1,Animation,,,,(2010),,,,,,0,,2010,No
Calling You,"Animation, Short",,,9 min,(2016),,,,,,0,,2016,No
Egao no Orchestra!,"Animation, Music",,,2 min,(2017 Music Video),"Music video of Hello, Happy World's song Egao no Orchestra.","Miku Itou,Tomoyo Kurosawa,Azusa Tadokoro,Moe Toyota",,,,0,,2017,No
Hotaru,"Animation, Short",,,2 min,(2002),,,,,,0,,2002,No
Emi no eiga,"Animation, Short",,,12 min,(2007),,,,,,0,,2007,No
Osekisho,"Animation, Short",4.9,12,8 min,(1930),,,,,12,0,,1930,No
Ikuze! Gen san,Animation,,,,(2008– ),,"Tetsuo Komura,Kishô Taniyama,Kappei Yamaguchi,Azusa Yamamoto",,,,0,,2008,Yes
Chiryokumaru,"Animation, Short",6.6,8,2 min,(2016 Video),,,,,8,0,,2016,No
Fairy Land,"Animation, Short",,,5 min,(2002),,,,,,0,,2002,No
Chibikuro Sambo no tora taiji,"Animation, Short",,,,(1956),,,,,,0,,1956,No
Hole,"Animation, Short",,,7 min,(II) (2002),,,,,,0,,2002,No
It Begins at the Tips of the Eyelashes,"Animation, Short",,,3 min,(2009),,,,,,0,,2009,No
Trick Words,"Animation, Short",,,3 min,(2009),,,,,,0,,2009,No
Yama to Isochan,"Animation, Short",,,3 min,(2016),,,,,,0,,2016,No
Kotodama shojo,Animation,,,,(2020),,,,,,0,,2020,No
Hydroflame,"Animation, Short",,,7 min,(2003),,,,,,0,,2003,No
Tanabota naito,"Animation, Short",,,3 min,(2012),,,,,,0,,2012,No
Sukima no kuni no poruta,"Animation, Short",,,,(2006),,,,,,0,,2006,No
Yoasobi: Seventeen,"Animation, Music",,,4 min,(2023 Music Video),,,,,,0,,2023,No
The Duckling Saves the Day,"Animation, Short",5.5,23,1 min,(1931),A duckling tries to save the animals when a storm hits their farm. Short film from the 1930s.,,,,23,0,,1931,No
Lightning Attack Express,Animation,,,,(2002–2003),,"Sachi Matsumoto,Haruka Shimazaki,Hiroomi Sugino",,,,0,,2002,No
Chiisana Ojisan,Animation,,,,(2012),,"Chô,Nozomi Furuki,Kanami Satô",,,,0,,2012,No
Alpea Tale,"Animation, Comedy",,,,(2022– ),,,,,,0,,2022,Yes
Kodomo datte tsurai yo,Animation,,,,(2019–2020),,,,,,0,,2019,No
Inborn,"Animation, Short, Mystery",,,,(2012),,,,,,0,,2012,No
Water Closet,"Animation, Short",,,5 min,(2010),,,,,,0,,2010,No
The Robot Moles,"Animation, Short, Sci-Fi",,,15 min,(1970),"The Robot Moles is an adorable story about flowers, moles, dumb scientists and a little girl.",,,,,0,,1970,No
Doro ro n patsu,Animation,,,,(1991),,,,,,0,,1991,No
Ningyo sono 2,"Animation, Short",,,2 min,(1985),,,,,,0,,1985,No
Tekusuke monogatari yonjuppiki no okami,"Animation, Short",,,,(1940),,,,,,0,,1940,No
Shitakiri-suzume,"Animation, Short",,,,(1917),,,,,,0,,1917,No
Bideo kurippu: Minecraft Life,Animation,,,,(2016–2017),,,,,,0,,2016,No
Pari no ojousan,"Animation, Short",,,3 min,(2002),,,,,,0,,2002,No
Eriko no natsu,"Animation, Short",,,,(1994),,,,,,0,,1994,No
Usalullaby,"Animation, Short, Fantasy",4.4,7,6 min,(2013),"Increasing in its number, small rabbits take care of a great dolphin. Can the dolphin get to sleep by rabbits' gentle caress? May many people have good sleep and sweet dreams tonight even in the world with whining sounds and wriggle of yin and yang.",,,,7,0,,2013,No
Private 2nd Class Norakuro: The Training,"Animation, Short, Comedy",5.7,35,5 min,(1933),"The Company and Regimental Commanders engage in an idle chit-chat, blithely ignorant of the troops forging ahead under the previous ""Forward March"" command. Norakuro and his fellow recruits march gamely forward, regardless of the obstacles that may lie in their way. However, a horse stable looms up ahead.",,,,35,0,,1933,No
Rayca,"Animation, Short",,,17 min,(2002),Rayca is a girl of the 31st Century where individuals exist only as computer data. She comes to the 21st century to learn about our sub-culture.,,,,,0,,2002,No
Daija no oneri,"Animation, Short",,,25 min,(1991),,,,,,0,,1991,No
Daydream 'Uyuni',"Animation, Short",,,,(2013),,,,,,0,,2013,No
Sekai Meisaku Gekijou Kanketsu Ban: Daisougen no Chiisana Tenshi Bush Baby Part 2,Animation,,,45 min,(2001 TV Movie),,,,,,0,,2001,No
Maeba no Maechan,"Animation, Short",,,,(2013),,,,,,0,,2013,No
Dr. Slump: Hoyoyo! Arale no himitsu dai koukai dayo!!,"Animation, Comedy",,,24 min,(1999 TV Special),,"Taeko Kawata,Masako Nozawa",,,,0,,1999,No
Ah Kuei to Gatchinpô tenkomori,Animation,,,25 min,(2004–2005),,,12,,,0,,2004,No
Please,"Animation, Short",,,2 min,(2001),,,,,,0,,2001,No
Greeum,"Animation, Short, Fantasy",,,4 min,(2011),'Greeum' is a Korean expression of how someone misses or longs for their loved ones. All the characters are missing someone or some place.,,,,,0,,2011,No
Seibu Shinjukusen no tabi,"Animation, Short",,,,(2016 Video),,,,,,0,,2016,No
Aporo,"Animation, Short",,,3 min,(1991),,,,,,0,,1991,No
Shinkon no jouken,"Animation, Short",,,3 min,(1996),,,,,,0,,1996,No
Trigger: Diamond Fusion,Animation,,,,(2018 Music Video),"Official music video for TRIGGER's song DIAMOND FUSION also released on their ""HEAVENLY VISITOR"" album. The male idol group is primarily a rival to IDOLiSH7, the latter of which is also the name of the overall game franchise being adapted.",,,,,0,,2018,No
Rebecca,"Animation, Short",6.7,7,24 min,(II) (2020),,,,,7,0,,2020,No
Status,"Animation, Short",,,7 min,(2009),,,,,,0,,2009,No
Hassuru! Tokitamakun,"Animation, Short",,,,(1998),,,,,,0,,1998,No
Yu-Gi-Oh!: Turn 24 Japanese DVD Commercial,"Animation, Short",,,,(2000 Video),,,,,,0,,2000,No
Unmeino kakurenbo,"Animation, Short, Adventure",,,4 min,(2013),Between 6 and 10 year-old girls challenged the outdoor shooting for the first time on their second clay animation work.,,,,,0,,2013,No
Ikkyu-san and the Mischievous Princess,"Animation, Short, Comedy",,,,(1978),,"Toshiko Fujita,Sanji Hase,Reiko Katsura,Kôhei Miyauchi",,,,0,,1978,No
Luna,"Animation, Short",,,3 min,(VII) (2015),,,,,,0,,2015,No
Tetsuro no kanata,"Animation, Short",,,11 min,(2005),,,,,,0,,2005,No
Hidamari Sketch X Hoshimittsu,Animation,6.4,78,24 min,(2010),,"Kana Asumi,Kaori Mizuhashi,Miyu Matsuki,Chiaki Omigawa",TV-PG,,78,0,,2010,No
Awe,"Animation, Short",,,2 min,(2016),,,,,,0,,2016,No
Madoromi no Vevara,"Animation, Short",,,10 min,(2019 Video),Sana suddenly awakes and is transported to a dream world by someone or something? What she experiences will change her life in the real world forever,,,,,0,,2019,No
Treedom,"Animation, Short",,,,(1999),,,,,,0,,1999,No
Jishinda! Mîchan no bousai kunren,"Animation, Short",,,12 min,(2006),,,,,,0,,2006,No
Torikago sukurappu mâchi,"Animation, Adventure",,,,(2018 Video Game),,,,,,0,,2018,No
Gaki biwa houshi,"Animation, Short",,,6 min,(2005),,,,,,0,,2005,No
Bideo kurippu: Supamariopati,Animation,,,,(2020),,,,,,0,,2020,No
A Little Bit of... Dr. Mario,"Animation, Family, Musical",5.9,23,,(2008 Video Game),Dr. Mario's back and ready to eliminate pesky viruses in an all new portable puzzle game for your DSI.,,E,,23,0,,2008,No
Mix,"Animation, Short",,,7 min,(2018),"A ""lie"" hidden within a happy-looking family. For what, for whom is this secret kept? What is important to you in this ""mix"" of a world? Fact or fiction? Right or wrong?",,,,,0,,2018,No
Waltz,"Animation, Short",,,14 min,(II) (2019),,,,,,0,,2019,No
Oishinbo,Animation,,,,(2016 TV Movie),,,,,,0,,2016,No
Steps,"Animation, Short, Music",,,2 min,(2010 Video),The stair of steps appear checkerboard room. Conflict between a young man tries to fit the situation and the stick man ridicules him.,,,,,0,,2010,No
Sayonara jinrui,"Animation, Short",,,,(2018),,,,,,0,,2018,No
Raimu iro senki tan: Nangoku Yumeroman - Ai to matsuri to kokuhaku to,"Animation, Short",,,,(2004 Video),,,,,,0,,2004,No
Kaeru kenpô,"Animation, Short",,,,(1933),,,,,,0,,1933,No
Sora no arawashi - Sensen manga,"Animation, Short",,,8 min,(1938),,,,,,0,,1938,No
Sweet Friday,"Animation, Short",6.2,18,3 min,(1975),"A delightfully surreal pop-art film, depicting an ordinary friday through quirky, surreal lens.",,,,18,0,,1975,No
The Demon,"Animation, Short",,,,(2004),,,,,,0,,2004,No
Shoukyoan,"Animation, Short",,,1 min,(2000),,,,,,0,,2000,No
Tamala on Parade,"Animation, Short, Comedy",,,24 min,(2007 Video),,,,,,0,,2007,No
Gang to odoriko,"Animation, Short",,,6 min,(1934),,,,,,0,,1934,No
Venus,"Animation, Short",,,5 min,(II) (1999),,,,,,0,,1999,No
The Street Lawyers,Animation,,,,(2006– ),"""Machiben"" centers around four lawyers who help the weak and downtrodden of their town.","Fusako Urabe,Tomoko Nakajima,Kenji Sawada,Kôji Yamamoto",,,,0,,2006,Yes
Taiyou no ko Meguchan no suisangyou annai: Watashitachi no shokuseikatsu to suisangyou,"Animation, Short",,,15 min,(1997 Video),,,,,,0,,1997,No
Tottoko Hamtarou: 'A' kara 'N' made Hiragana Asobi,"Animation, Short, Adventure",,,35 min,(2003 Video),"Hamtaro and the Ham-Hams let children learn the Hiragana alphabet, with music, games, and not at least lots of fun.",,,,,0,,2003,No
The Dog House Trip,"Animation, Short, Adventure",,,22 min,(2012 Video),"The dog waited for lunch time. Then, the boy who put on a straw hat was coming there and eating a rice ball. Though the dog wanted a rice ball, the boy didn't give it. It had begun to rain. It was decide that the dog invite the boy to its hut.",,,,,0,,2012,No
Kohtaro in Space Wonderland,"Animation, Adventure, Fantasy",,,61 min,(2018),"Kotaro is a 7-year old boy. He lives with his Mom, and his raccoon robot Pon, in a spaceship shaped like a merry-go-round. One day, he somehow becomes separated from his mom... He ends up heading for the Chocolate Star with his companion Pon, but over there also awaited them an event so big that it would shake the whole star and its inhabitants. Once he gets there he meets Wave; they become friends and start a wonderful adventure.",,,,,0,,2018,No
Minami: Kawaki wo Ameku,"Animation, Music",,,,(2019 Music Video),,,,,,0,,2019,No
The Elevator,"Animation, Short",6.3,10,8 min,(1991),A normal day turns into a day of adventure when an elevator that carries a boy does not stop where it should.,,,,10,0,,1991,No
Yuiko Tsubokura: Crisis - Ikari o komete hashire,"Animation, Action, Music",,,,(1989 Music Video),,,,,,0,,1989,No
Go! Anpanman: Anpanman and His Pleasant Friends,"Animation, Short, Family",,,32 min,(1992),,,,,,0,,1992,No
Red Forest,"Animation, Short",,,10 min,(2016),,,,,,0,,2016,No
Mûbumento,"Animation, Short",,,4 min,(2003),,,,,,0,,2003,No
The Underwater Tyrant,"Animation, Short",4.2,11,1 min,(1935),A monkey and tanuki go fishing in a frozen lake but the king catfish isn't pleased. Condensed version of Osaru no Tairyou.,,,,11,0,,1935,No
Tokkyû kantai,"Animation, Short",,,6 min,(1933),,,,,,0,,1933,No
Chii's Sweet Home: Atarashii Ouchi,Animation,6.3,9,3 min,(2009),,,,,9,0,,2009,No
Fruity Samurai 4,"Animation, Short",,,2 min,(2011),,,,,,0,,2011,No
Mai otome: Tsuvai - Tsunagaru yume,"Animation, Short",6.8,11,,(2007 Video),,"Mika Kikuchi,Ami Koshimizu,Ai Shimizu,Yukana",,,11,0,,2007,No
Mayonaka no ichigo,"Animation, Short",,,3 min,(2008),Coming home at midnight. Glittering city light. Sounds different from daytime. Reached home at last and then...,,,,,0,,2008,No
Dr. Slump Arale-chan - The Penguin Village Fire Brigade,"Animation, Short, Comedy",,,,(1984 TV Short),,"Mami Koyama,Toshiyuki Makihara",,,,0,,1984,No
To & Kyo,"Animation, Short",,,5 min,(2017),Imps 'To' and 'Kyo' are playing tag at alley of Tokyo.,,,,,0,,2017,No
Super Real Mahjong: Mahjong Battle Scramble - Konran-teki sento mahjong,Animation,,,46 min,(1990 Video),"Mahjong-playing sisters Kasumi, Miki, and Shouko are sent to a world where mahjong tiles are currency. In order to return to their world, they must defeat a mahjong-playing rabbit who rules the land.",,,,,0,,1990,No
The Wicked King and the Noble Hero,"Animation, Fantasy",,,,(2021 Video Game),"A dragon takes in the daughter of the hero who defeated him, and raises her to follow her father's legacy, even though it risks both of them battling one day.",,,,,0,,2021,No
Ants in the Sky,"Animation, Short",,,6 min,(2011),,,,,,0,,2011,No
Myujikaru token ranbu kashukiyomitsu tanki shutsujin,Animation,,,,(2018),,,,,,0,,2018,No
Hito no shima,"Animation, Short",,,6 min,(2012),,,,,,0,,2012,No
Majikaru Tarurûto-kun: Suki-suki takoyaki!,"Animation, Short",,,30 min,(1992),,,,,,0,,1992,No
Coacervate Complex,"Animation, Short",,,1 min,(2013),,,,,,0,,2013,No
Celer: Melancholy Movement,Animation,,,3 min,(2021 Music Video),,,,,,0,,2021,No
FNS Chikyu tokusotai Dybastar,Animation,,,25 min,(2005– ),,"Mai Fukuda,Banjô Ginga,Yukari Hikida,Naoki Imamura",,,,0,,2005,Yes
A Little Snow Fairy Sugar Special,Animation,,,,(2003),,"Rebecca Forstadt,Tomoko Kawakami,Michelle Ruff",,,,0,,2003,No
Amuri in Star Ocean,"Animation, Sci-Fi",,,,(2008),,"Michiru Aizawa,Yui Makino,Momoko Saito",,,,0,,2008,No
Chukichi wa kaetta,"Animation, Short",,,,(1929),,,,,,0,,1929,No
Okashina bukide saru taiji,"Animation, Short, Comedy",,,3 min,(2013),This is a clay animation work that the story is created and the clay characters are made all by four girls between the age of 6 and 8.,,,,,0,,2013,No
e,"Animation, Short",,,3 min,(2003),,,,,,0,,2003,No
Furuike emaki: Kaeru to kitsune,"Animation, Short",,,,(1949),,,,,,0,,1949,No
Tobidashi wa abunaizo!: Mushimushimura no koutsuu anzen,"Animation, Short",,,12 min,(2012 Video),,,,,,0,,2012,No
Yoasobi: Taisho roman,"Animation, Music",,,3 min,(2021 Music Video),,,,,,0,,2021,No
Aidorisshusebun Second bito!,Animation,,,,(2020),,,,,,0,,2020,No
Hakone hachiri,"Animation, Short",,,,(1933),,,,,,0,,1933,No
Tsuru no hane,"Animation, Short",,,,(1956),,,,,,0,,1956,No
Poupelle and Kuruma-kun,"Animation, Short",,,,(2020 Video),,,,,,0,,2020,No
Toshi keikaku,"Animation, Short",,,,(2013),,,,,,0,,2013,No
Valis IV,"Animation, Action, Adventure",,,,(1991 Video Game),"The son of King Asfal, Galgear, has inherited the magic ring making him Dream Land's new ruler, If you're able to harness the power of the Valis, you just might survive long enough to face the king and restore peace to your homeland.",,T,,,0,,1991,No
Number 7,"Animation, Short",,,3 min,(1984),,,,,,0,,1984,No
Daft Punk: Aerodynamic,"Animation, Music",6.7,18,4 min,(2001 Music Video),,,,,18,0,,2001,No
Sound's Deli: Made in Tokyo Bang,"Animation, Music",,,2 min,(2021 Music Video),,,,,,0,,2021,No
The Adventure of Vegetables,"Animation, Short, Adventure",,,3 min,(2012),"All of a sudden, a crown of the king of a peaceful vegetable kingdom has been stolen! The vegetable creatures of the kingdom,who had read a letter about the news,took a trip working together to find the crown.Are they able to get it back without any trouble???",,,,,0,,2012,No
Mood Hall,"Animation, Short",,,34 min,(2019),"Mood Hall-the enigmatic game played amongst the survivors in the post-apocalyptic world. The strange space in which the game is played is also known by the same name. Mysterious middle-aged and older gentlemen and beautiful women, giants, and little people appear and disappear in various places. What is Mood Hall? ""Overture: Close Encounters of the Third Kind,"" ""Five Flukers in the Fluke Pit,"" ""Homo Ludens,"" ""Multiplication 1,"" ""Rooms,"" ""Mood Hall St.,"" ""Multiplication 2,"" and ""Blue Skies from Pain""-a high-density labyrinthine world consisting of eight experimental, artistic, and adventurous sketches, half sci-fi and half mystery.",,,,,0,,2019,No
AUJIK - Cathexis,"Animation, Short, Sci-Fi",,,20 min,(2012),Concept: AUJIK are an esoteric group who believes in animism and worships nature. They divide nature in to: Refined and Primitive: AUJIK states that:The refine nature originates from the primitive and vice versa. That refine nature is order and primitive nature is chaos. That the resistance between them will decrease until they converge in to a state of supreme clarity. In order to reach this state AUJIK project sacred artefacts that are a crossbreed of organic and synthetic entity. The film illustrates how they interact with their artefacts. Each artefacts consists of an unique and multifaceted Artificial Intelligence (AI). By transcending emotional inputs to the artefacts artificial limbic system the AUJIK members can reveal various areas and aspects of the artefacts minds.,,,,,0,,2012,No
